customer_unique_id,order_id,review_score,review_comment_message
d7575edf5d4315559b9ef9816f9cd13e,8d48068c3ecbc21886a881562c96d7fa,2,"parece que mantem bem o alimento sem murchar (batata palha) mas a tampa é estranha, parece que não fecha. e o inox da tampa é feio."
c2d9fffc59f419a6d7b8a3bf1ce22611,e9e76f41dadb7c83d5f8dcbd2ca7473a,2,Dentro do prazo porém poderiam agilizar como no meu outro produto que foi entregue em 2 dias.
d14814e0c81b9cdd5e00a5663cf1d4d6,2a743fc30067036b7910663ced5a0b7b,2,O produto não está nas medidas corretas indicadas na oferta. Terei q ligar para vcs para troca
9f2dbd2760e261a9735db254ddb9468d,b6e5ddeaf2e5b56015e295beb333f305,2,Excelente produto indico a qualquer pessoa.
98e455d15e526b632b25af1254fb074d,14a05c02d483800864e5c19a3a7f0ee2,2,Penso que deveria haver um modo de se comunicar com a empresa caso acontecesse de encomenda não ser entregue 
c6557ef8aee5f76221cc8e12ed3b4826,55dfff244bc5d5f81d58d4148062c9b6,2,"Tive problema na entrega, pois não tinha ninguém em casa para receber a mercadoria no horário que passaram."
601b3156a506027b2b5cea597bd747c5,286a461fcd1b94e24227817fa93f8a57,2,"O produto não corresponde ao que eu comprei, a película é muito menor que a tela do celular e não cobre toda a tela."
f62484e3f5d733b09d491058b3368975,cfa438aab28ed50c386312e0e475dd82,2,"Recebi a encomenda de forma normal e dentro do prazo, contudo, recebi de primeira uma data de entrega estimada e que posterior, a data foi aumentando. Não gostei dessa atitude. Demorou 2 semanas."
421f62342e81c3b61180e4619ccd575b,3b715ecd6add927d4a2634e826487231,2,O produto é de muita baixa qualidade
00970787f181925ba33bd32b3817f742,1f186ad4ad389666cd9482ce1942038d,2,Demorou mas entregou!
ad56d34bf0f7e41062a7139c26515b37,fbe61ad65fab58d509a6785653636a57,2,Produto de baixa qualidade.
74241f7a4fc1aa904b065d494f3e64ec,f599acb00d4cb6e90d83d34a56c71ded,2,"Produto importado, o meu veio com defeito"
f4594149af80600bda535d5b7f72a7b4,56c79c2be1ceff5839d56e340e847833,2,Bom dia ... comprei um bebedouro vermelho metálico... é recebi um bebedouro Rosa... obs... meu cachorro é macho...
0b4b0cf6ec37c0546f6b74ed7179428b,02f751c4c2fc8ca376b65c8847b65f4d,2,produto entregue totalmente diferente do comprado
1a3c05a3867abc1190af79e12c537e13,b59eaa8e4e60d7bb5f7dc3ead40dbb52,2,Ainda estou aguardando
19af9b225f66ff34c9759c845af428a3,218078d00b6b6ad56df0e38236ed62a7,2,Depende para que eu possa avaliar se resolverem meu problema pos a compra era 4 os correios só entregarão um pacote contendo 2 peneus
dd370d681778805e13678d260d549f5a,f7521cadeda40e1f36018dcf7d082101,2,"A entrega foi antecipado, mais umas das panelas de pressão veio com o suporte quebrado."
5408f0f078022fdd1954e4b13abd0bee,7830b4558355121b3b0703913ad9d100,2,"O produto veio fora da especificação. A calota vendida tinha o símbolo da Citroën, mas a calota veio sem este símbolo. "
9a826a56844c1a5c011ad576e43f359a,2b0b75a2e7ebb3fa4a95e3b6ab121e86,2,Então conprei gostei mas nao e tudo isso nao achei q seria melhor
949b75abf6fdda78201547bf5f4c07f5,d8721b9f395286c3b43ff47a250ad40a,2,"Pedi duas carteiras. Uma veio com defeito e outra veio errada, ñ é a q pedi.... pedi reembolso e creio q isso correrá bem."
133712ad4fe8e5ec9e21cf71a5719c30,2709ee9d4fc363bd22b6bc782fa3668f,2,Boa noite na compra diz wireless 150mbs Multilaser mais 3g não teria que vim o modem 3g que conecta no USB nele.
6404ef8bf90677dd8fdaff8c9061b046,7520a4f97d875cef28e46e627eaaf336,2,"Acho que deveriam mudar o modo de entrega, pois os Correios deixam muito a desejar. Vieram uma única vez entregar meu produto e foi um domingo à tarde e mandaram de volta pro remetente o produto."
7e31415f61783fa07f33a486fccdf9b9,abc18731ca4cab4fbe4c9e29e2a700ea,2,Não recebi uma outra encomenda dessa loja.estou esperando eles me enviarem as duas proteínas de 2kg...
d7e0432688bbd72d3567568903f6117c,d4d8638eaddca23adbfdd1b383a5f15b,2,Fiz uma.compra de dois porém os dois tem o mesmo código e só veio um comprei uma colcha que chegou certinho mas não veio a saia da cama box
a9311df21a0a446cd8a0a749d08c77ac,d4cc7ecf339a0fb8549f1227d0b29de9,2,mas esta demorando muito desta vez.
fd75c62ea2fcc2b23062191d7c4fea23,2fc1313d91489f3f305f00305b493ec5,2, Recebi a jarra da Cafeteria mas a mesma não é o modelo que comprei. Eu comprei a jarra da cafeteira Electrolux CMM20 e a que recebi não é desse modelo da Cafeteria. 
c0bc4a1f3c2124439a09a2042683880b,53f8893a652ff59a88793de9e5817ab4,2,Só ñ gostei de uma coisa o relógio está só parando com bateria fraca está novicimo esse relógio e já está parando
ca803e020942e8a6c8db6489a16ebc59,3e973e154fa0787c8f507fc0929c96a1,2,O produto está com problemas (defeito).
9421821b9fab686e7c0e916d7b61e2c7,6e913f64d31f551cbbc72e703744e52f,2,Recebi o produto de outro modelo. Desatenção por parte do distribuidor :(
e0c0a40e824847b137134f36488d2731,ccf15697e8a9c460dd3bab4f04270c9b,2,"Pensei que o defletor era uma grande placa, porém são 3 pequenas peças, que se encaixam uma na outra. sinceramente não gostei pois no mercado há opção de peça única, mais bonita e com melhor design. "
4c0a53b49cc891849b128ee275237e5e,a1140c6c45de6428c62f4c2322a59fb9,2,Mais agilidade na entrega 
3a0baddeed2fe921706889c52ac676e8,464324a0ca5b6a5b1448b02f24e588ce,2,"só recebi um dos produtos...
até o momento não recebi o Conjunto Quadros Decorativos Fé Amor Família com Vidro A4 ...
no aguardo"
d89e6dc8d359b828b1ea33b9a7339058,21af7328b2a40a3ece5491affde104fe,2,Boa tarde meu produto veio faltando peças e do tempo que compro pela lojas lannister sempre veio certinho e dessa vez não 
a7f680dafd814cd6fe5b37cd0e623a5a,d211250c55eeca57b507cfe8e97e8d7d,2,"Material do produto bom, porém não cabe perfeitamente."
b3c268871a609a6d4a63cc471b8cf074,a65fde0b04e8ca23f84e79c9935e3b93,2,"Não recebi o produto na data prevista, enviei várias mensagens p informações, ja q no rastreamento estava parado há 3 semanas, simplesmente não gostei e não recomendo entrega da targaryen"
74774e01db12966380199d9fb79102fd,e1872a0261b0767b2c8a63400bfe505a,2,Eu comprei 2 unidades do papel de parede. Mas só Chegou 1 rolo. Como resolver essa situação m
bbf773b15a7c742ddccc3fa3ef1b583d,ed0ae3732ee2e824f65323bc549605d9,2,"O produto é feito de um material de Boa qualidade, mas é muito difícil colocar a lâmina de uma forma precisa no navalhete podendo até se ferir na hora de colocar ou retirar a lâmina!
"
69f2b91e480abdf906b7ea6c430397d4,f0fbc60d51bb40c156688d9ce008237f,2,Foi entregue uma quantidade do produto. Sendo que pedi duas quantidades 
8c34ccb096a609feeb7e362837549dcf,44c86e534686d17733facffd8201375d,2,recomendo a loa pois cumpriu o prazo certinho mas o produto é muito ruim...pessima qualidade.
3f3b6010a4580eb0dbcf668fcb189bf1,81d550d68045ea1051617a303020f9c1,2,"Comprei a capinha, paguei o frete caro e quando recebo o produto não veio a cor na qual eu havia comprado. Decidi não devolver, pelo custo adicional e demora na entrega do produto correto."
de2ae224bcb74731c0597181aba38de5,044d94a4ac73b24fe28ff5293ac35bd8,2,recebi 2 dos 3 produtos desejados 
4efeacf716badf7f1ac290270c693319,670ad1c6fd20977956e8ee2e09f92baa,2,Nao consegui fazer contato com o fornecedor para solicitar a troca. Veio o modeo errado do relógio
235baa608e478f28346f4f732009e013,28ccec702266c9454f2cd75eb005b7d6,2,"Comprei um produto pra entregar na minha casa,paguei frete,e deixaram no correio pra retirar, não é certo,porq cobram frete então?"
9fef2dbca8b07a59a6c522d610700cc1,2208f3a59d7067fe62c900692f5fdcaf,2,Veio com defeitos 
f772434a342a01aa28231574ca6da383,e1c8b1502b402a1284350d261a89cb9a,2,A entrega está atrasada e sem previsão de quando vai chegar
0424f43302f219c1caa5952be1804f54,753e537c63c618f5c27c4a3a51182909,2,Apenas a caixa do produto veio avariada.
545bd0b3119518f1821332f395226501,9292f2ff747a4f8c6580fc8377bb1c8b,2,Apesar da demora na entrega. No mais foi tudo bem.
f51f616a3ef1b481892426fb7c3f1f9e,b2ac7b0754b724547abf07a172a45bf4,2,Eu pedi dois kit e só chegou apenas um o outro não chegou 
3672d762029f6a1869ac18325abf4795,4e08bdd0a71b43ba19f8c0a89c8ce665,2,Eu não recebi minha cortina ainda
5f35bc4d7414e7400a695e667a5ef456,2b9028857f54fa9bbb2a049cd5948d15,2,"A caixa veio bem amassada parecia um produto usado um dos dvds chegou com a caixa quebrada, (a borda), os outros vieram lacrados, mas tinha um brinde."
7cc947985b74a0c1ea03e914b2aa3ceb,028e069ddb78a5a7179f1e6734e226c6,2,Deveria melhorar o prazo. Demora muito tempo para entregar a mercadoria. O produto permaneceu alguns dias parado e já podia ter sido encaminhado.
8ce4dddf4e8e7c341f088595c58cb9c9,e7d4ae390bc647da72d2aa2a9faad141,2,Recebi apenas 2 das 3 unidades previstas. Requeiro verificação e acerto da situação.
620b2eae304c046f8945c3a326807307,4cd51eda54a11e3c63f60e6ce9626c35,2,veio faltando itens
08d7e52bf78f5fa7e4a0fc47d7c4f9a4,8855d9953624485990826e20fc9fc2e1,2,"Segundo site da Pineng, consta uma relação de códigos com produtos falsificados.
Caso fosse para comprar algo falsificado não compraria pela internet, e sim em um camelô ou 
 uma lojinha qualquer "
8a5f848de8330c73a9689d7cdc15fdba,ccbd198eb55e22f3b2240d1605961c5f,2,Gostei mas veio com a mola de apoio das folhas quebrada de resto está perfeita 
54c665eb48d502792c20af5ed9166359,e14fbb884fb89b4ed687485a902caf75,2,"Foi aberto chamado no site ontem dia 22/11, pois o produto recebido é diferente da foto do anuncio. "
4687d674a49ba99294e0df20351f8d63,ba9a7c92052d9666424a1c3cc395a5fb,2,pedi duas unidades do mesmo produto e só veio uma unidade e ninguém me da um retorno
e78bc6601232181b13dfb115ce7116f6,7e9d429736ca906b27567eceda90f4b6,2,Comprei um produto e me enviaram outro similar sem me perguntar se eu queria a troca
076631f9ad2719c4fde47d451ce18104,2fb37826cdb8f506242e4dabb544e516,2,"Recebi produto diferente do que comprei. Comprei luminária branca fria e me entregaram neutra.
Trata-se de produto para instalação em meu cliente e vou perder o prazo para entrega do serviço."
b9652692b36ba71e5cda65e4f8f83c4d,23169ab372b70385fcc9668d29aad84a,2,Achei que o blackout viria com um tecido em cima. 
1a1620a23a766782c7c5c5d29a362f5f,bfcec91a0841313fabd35ed075e4a8f5,2,Carregador diferente do que está na foto e é paralelo!
5f70cb09d12b087982edcb7ecfcf8178,528588e5accc2b1c808576e68fd1d46c,2,Fiz a compra e meu pedido não chegou e dar como entregue!!!
48a245118cb42f0341662845e6d06375,2bdb4d9144e83d80bd260aedc3932c2b,2,"A case de tablet veio perfeita. o suporte de tablet veio com defeito no encaixe, alem de ser um produto muito frágil para segurar um tablet caro! A entrega foi muito antes do prazo.. A loja impecável."
c8dd9f997f6c6d0765c75a0cc0b72a7d,da98211dfdb21faaf9b5d67f11b7f50d,2,"Perto de vencer a validade. N foi informado de forma clara no anúncio. 
Claro objetivo de enganar consumidor."
46e7ed1ef9223b2026fb4919fc7c7f05,a92334f188d0def0f230671c7dec9b0e,2,"Comprei dois kits e recebi 1a pessoa que separou achou que o shampu e o bálsamo seriam os 2 mas o kit contém um shampu e o bálsamo e foi só 1 que eu recebi 
"
8dc371bcc1440310fcf4c776a5cb65ef,692e004e31546b86abbd93c0661bfb67,2,Produto venceu o prazo de entrega ontem. 
91a7d936d79504638afeba42ccfb4449,8d1c5a867cd01e45e5fc57dddd896f00,2,comprei 2 panelas veio apenas uma
820a3c214da3b988d5648d90b499859e,66e2e7ab183de22fa431c8fc3351bef3,2,Já foi protocolizada junto ao stark pedido de cancelamento da compra. Estou aguardando resposta do responsável.
b94205142c3fe115e026b537556c750f,84f58fa486ce5cc8fcc701d211e80749,2,Minha bolsa de caçamba veio da Ford ranger ao invés da frontier 
1c86a204f6744a1ed1bf5717f90b3378,1cff0fb86f1f68d69f65f7a9746f2096,2,Produto não se parece com a foto.
7a443ff6dbc48349835cb18a9355ea1b,39863c5c4361d19d8c48522f77fb3bed,2,Comprei 2 lâmpadas e veio só uma
e2cedf73b720c0d8e02063c3c9e32cec,7bea83629cbad77571dcccb181fc2a6f,2,"Produto diferente do pedido, e até agora nenhuma resposta sobre a substituição."
2f8c498249d784bf07fae8692d4355d9,b1829b9fc61d2f28d8668cd5bde29e3f,2,"O copo não é exatamente como está na foto, apesar de avisar que é de plástico semi transparente, também se fala que a tampa é preta e ao contrário disso a tampa é branca."
588f37798f35abdb26cd348067e723cd,063f19fae1eadbb92dc30d00b7cc870c,2,"Produto veio sem peça importante para prender o pendente no teto. Tive que me ""virar"" pra conseguir uma peça similar que não é a mesma apresentada na foto do anúncio. Considero Propaganda Enganosa."
f00830589ddadb1494fea0c98f165fcd,0dd15079372ce401518ac26321947143,2,"Já tive um Skullcandy do mesmo modelo, a qualidade era inigualável, detalhes de acabamento perfeitos, experiência sonora agradável e potente, principalmente no destaque dos graves....este não é Skull."
587931cdd747effe257dea1995390314,7e1090f3947562c4ac55c5ec2387ec9c,2,"Eu recomedaria a lannister diversas vezes, mas nao por este produto. Infelizmente ele veio amassado e com pequenos defeitos ao longo do produto. "
a6ea57f856565adf869941339028fa05,71e22e2d99081d6dc07d9627bb85969e,2,Assim que receber o item eu avalio com veracidade e tambem as recomendações.
12bfa5b03f501ff9aa5b1be5dca56595,c21e26a623796821b827547ac056684c,2,O prazo de entrega acaba dia 3/1/18. Eu não comprarei no baratheon quando o prazo de entrega for muito grande.
ff5d0b841838e762e18145556c73bf01,c7cecd72d8b7b272d7373802da9b302e,2,"Pois por baratheon é mais rápido. 
Por exemplo 
Na compra no baratheon agente compra hoje. 
Exemplo. 

Na sexta-feira chega o produto que agente comprou de
Essa loja chegou faiz na data que foi co"
e100295db92063ce924fa4b88a238314,2d79c4e3754b1f344d6695435b1a92a6,2,"Os correios é a pior empresa do mundo e não fico a vontade em comprar em lojas que trabalham junto com os correios, prefiro a Wallmart ou a ponto frio lá eles não trabalham com os correios!"
d75eb3033cf298951d2e5618f6a63d9f,72add4bd00723dddd208bfd31cdfe97b,2, faltando o meu produto é um guarda roupa e veio faltando o fundo de uma gaveta.
a507fcdafd79a4788ed208dc0c8e5ce7,1d4e3c08acd5f70230aa904ef3cb86e3,2,Bom dia! Até o presente momento o meu produto não foi entregue.
5c867d6e747bb99b08f7c361d2d8ec7c,7091c6daca979c1cc15c2a2faa9a468f,2,produto veio diferente do qual apresentado no site 
f3835ba796a60df1b19ff578ca2ba786,9ba2c9b0388923ffcdc4c4f3dffec0a8,2,Bom e rapido na entrega
e43c79f1725163f136503e7b42699b35,f33804414861bfaca84228b749e3085b,2,"Tipicamente carioca. Recebeu em 24 horas e entregou em 168 horas, um pacote com 330 gramas."
4c66cb705890ede735f3bb59fd5537a4,653a2ccc6028ee6e10f893c52c4201d0,2,"Já venceu a data limite para a entrega do produto, mas ainda não foi entregue para mim a minha compra. Ainda estou aguardando. Espero que chegue na segunda-feira."
99dfc6f2ac5d9c4efedb4c10a1a58c40,2668da32aacf500cc535a4915f6efd91,2,"Ocorre vazamento no encaixe da pistola de regulagem do jato, fator que causa desconforto. "
43bd836114d1e78b657e75ae1671d605,95fbd229320a05e8835ea19d93ba9f1e,2,Pelo que eu entendi o correio deve ter extraviado minha encomenda.
032e4efa58936187018b68818b0f49c4,cb3830baa25a82fb69d5256ffca9b6a2,2,"Não recomendo e nem compraria de novo nesse site, pois quando coloquei na minha cesta tava um preço e passou uns dias e fui fechar a compra o mesmo estava com 20,00 de diferença a menos!"
f3c07da3cdd95c337eed52c783c2c736,ceb9ba23c2692423f47bd10e0f86bcc5,2,"Recebi o produto, ainda não usei portanto, não posso qualificar o mesmo "
0d45b97cf7630e0b26daf19e761687ba,c5c851cda96cf52bcdae7c0b6a803963,2,Pedido e entrega sem detalhes 
d87cf110269f58faa16ef95b748b702c,ca860fbc7c3132b89e9e134a00652215,2,Não gostei muito da qualidade do produto. 
3bd8631b581ab05b791a8db95817d540,4b6e439f8ebc7348898173190aec97e0,2,loja cumpriu o prazo porem o produto é muito pequeno
70a618fb02f696a6cabe4de1c7d48654,233da90437ba0d4dcbe22506b45612ea,2,"Veio sem um dos ilhós e por isso o tecido nessa parte esgarçou, espero que na troca venha perfeito."
08f7cf00ed9ff3e0a08fc136ec272974,f9c78e6e58306dc81efbbada1ac11f24,2,"comprei 4 cubas ao mesmo tempo, fui cobrada pelo frete individulamente e realmente elas chegaram embaladas em caixas separadas. recebi 2 em um dias e as demais dois dias depois. Acho um despedicio..."
d9d03bb655f24ba225c88a8254be1e0a,0abc7357d2bbb06a7d4d0b2a24d4ebd3,2,Chegou o produto errado
8aaf36b618a4473f308a71f685a12c97,0c23e216707906b2996b9e2a5bf5ca93,2,Não gostei do produto qualidade ruim 
89a84b94c1be25037c872789b4a49f29,3f234a80dabc182e34e4c50189cbf28f,2,Demorou não gostei
d6c62fbd66633f3b88b5594cd96f8ab6,8d1bc6d158769393c1ec54c05b734652,2,Já sou cliente a um bom tempo e entendo o atraso mais esse deveria ser o diferencial os produtos já sabemos da qualidade exelente...
46d83174629858a4bd3c9e0927e1a802,33dea0203a24cd38fb9a7f8ee4bbe0ee,2,"Comprei por um capacete no tamanho G, claramente especificado no anúncio. No entanto me enviaram o tamanho M, sem ao menos ser questionado se atenderia às minhas necessidades."
eafab4c22c2d62f6d0f3f82fd662131e,47b3fc542306133e109f00371870c632,2,a compra foi realizada a 1 mês e o produto ainda não foi entregue. Não tenho acesso ao rastreamento 
216e566e0da9e92bc55da2e78db47a88,4726e333b8605a51b03b823f5021f3d1,2,Chegou quebrada pois a embalagem era péssima 
f1136bf5c6ada89ff1ca10b9125d6b52,ff5b0acaf838e06bba2881e7ea4a474c,2,"Lindas peças, porém muito frágeis. "
f986491a7560c10050c8cf820bd58438,e368cd7fd76b9318bc4896345d71719a,2,"Tudo correu bem. O produto chegou até antes do prazo, mas a bateria de celular que comprei veio simplesmente dentro de um envelope, nada protegido e ainda por cima não funciona. Já pedi cancelamento."
9594640aa2d9501164a86e10b55fe59a,669c18450a52085fedc525141e81e104,2,"a capinha a qualidade do plastico de dentro é boa a parte de fora ""couro"" é boa Porem a pelicula de vidro veio quebrada e bem quebrada,veio bem embalada oque indica que foi embalada ja quebrada.triste"
42dcd36c9013386c8166e26e0164cd88,6b9f14d8f9da9c5626af3b152be03417,2,"O cesto foi recebido com uma das duas dobradiças amassada e faltando um parafuso de dois de uma lateral, que sequer teve a furação do parafuso na madeira, ou seja ele nunca foi colocado."
aa7601db46d40e3f6a3a8a7d72797729,2fe2852de76ec325582d6cb9953e86fa,2,Recebi parcialmente.
105e7ec4dda85b9f52a2251080809e22,f70f315a383a7e0d4f253107b5b34173,2,"no site comprei o produto o original embalado, inclusive com o preço maior, porem recebi o produto desembalado, enrolado em plastico bolha muito diferente do original, diferente do que comprei.."
9201198e742ffa696058b83023e0ecb0,8d40f6aeb11aa6d03d17b3fa59b14fbe,2,"Não recebi o produto que comprei. Comprei o seguinte produto: Isqueiro Zippo Preto Com LOGO 24756zl, foi entregue um sem logo, não correspondendo ao produto pelo qual comprei."
a451bbf4e55047a428b79d3fb4f125e7,bfcb171109072a41eb811fe6bda0c94d,2,Os Correios não sabem onde está o produto é eu não consigo entrar em contato com a loja para ter uma satisfação sobre minha compra. 
3ec83b54e0afb70def9480cd6b9097f7,5260ac84bdd23400bd774a4507093208,2,comprei nove cadeiras e chegou só 7 cade o restante?
98ffcca151e2835076511fcfa46732e9,1eed3691b23af50a487c4f8828287734,2,Pena que o prato veio quebrado. 
06ee95df85ab27db04eebc85ce42e3df,7e52365eb2fa03f8f4ed8a69da1e7fc4,2,"comprei 2 toner hp ce278a e só recebi 1 e ainda emitiram a nota fiscal com 2 produtos. Estou até agora, esperando a entrega do segundo toner já entrei em contato com a targaryen e ainda não me retornaram"
d123f45b809f5d30e2e13d0cdb74b1d6,f790aa049bfa6a4143c96ad40711c558,2,"Preço atraente, mas demora demais a entrega e não tem acompanhamento via e-mail de por onde o produto anda"
11494ac4b94a215ddb5a75f30127071f,bd859dd7a6a1b8c1df9fcb75c3604eaf,2,"produto regular
mas as estampas sao lindas"
879b9e62fd3dcbd0d67a3fcbbb06e661,83d8eb18982d706a86805eb80e12e88f,2,Não recomendo a referida loja
749943913a9851a39c9baf51877fbab6,eaae5bd20fb15d85aa673d9b7c0e8ca5,2,"Bom dia! 
Estou insatisfeita com a segunda compra, pois era para ser entregue até 27/04/2017 e até o momento não a recebi. Já terminei de pagar e a mercadoria não me foi entregue."
cd9814508b4f2a50d5cfc6eb7a423418,e6a2252129858aee352dc9c99712afa9,2,"O produto é igual a oferta, porém é Xing ling na veja, não chega aos prometidos 20000mah, tenho um j5 e com os 100% de carga, deu 2 recargas completas e meia de outra. Mas como somos BR, vai na fé. "
4f66060e5e139d6bbae10e98dc5d0377,9c3d7e9c15eacd69760b2e438fd5e3bb,2,Fiz um pedido de três relógios e só chegaram dois. Estou aguardando chegar o outro e até agora nada. Já faz três dias que recebi os dois relógios.
79600d089f870e1787795b429b5be3c5,ad01e26d29b4818ba6299d1356a130b7,2,Veio com um amassado pequeno na tampa da bateria! Nao reclamei pois iriam alegar que foi mal manuseado... dificilmente iriam me repor. NAO quis comprar a briga!
663d5a1d3fccfad3a3c4574072794a8d,b3206cf64b7cd1480a6c6f9912b20666,2,Estou super satisfeita....super recomendo
51c8b414e1ef1c0b681b65aaa49627a8,8215a74877c8a3e1f91c07745859f88f,2,Sem comentários....
d4b1297d645ec19df4cd0af8cd6fe14a,f373335aac9a659de916f7170b8bc07a,2,não recebi o produto consta que o mesmo voltou para o remetente. como faço para que possa reviar-lo?
b7946256e5a8ccadd19a6a74ab022df2,da416b186e48cb56bf0036a91b66d8b0,2,"Produto de qualidade ruim, não cabe na cama queen, que foi o tamanho adquirido."
34acad212e30cd0d511be1034e2f9821,006f7dfffe2d90809598e8f1972b829b,2,Demorou para entregar e quando chegou veio errado. 
1f8606e742ec7d59838440f20e7fa23e,9914efa57f1a52e1c0a2735c0f927bbf,2,Entrega parcial .2 mercadoria 1 entrega.me entregarao cortina falta conteole remoto
564fb2956ed34f0a78c1cc37d731f3d9,08d1ac9ae1dcec96c3422ade2005fe94,2,"O produto foi entregue corretamente, mas achei o prazo de entrega muito, mas muito demorado."
19cb65cc7310ae4eef4f15bb70539d01,28ff0422d12a02fb62ae4c9f9e9317f3,2,"A entrega estava prevista para o dia 16. Depois, postergada para o dia 23. E até hoje, o produto não foi entregue.
Quero uma posição por parte da empresa em relação a entrega ou o estorno da compra."
58ea905ceb40d3eae49a289e92693ec9,af6a9f579c74afeefcd5f32733c11a32,2,A Previsão de entrega era até 05/04 a encomenda está atrasada 4 dias e se quer tive respaldo da loja.
2679c5362ae40e62b4e4d72db1b75465,be70a6a2c7e50ca21ec40bbacd429e5c,2,"Fiz uma compra em um so pedido de uma TV e um cabo hdmi e vieram separados na entrega. Tv chegou 1° e cabo depois de 4 dias, não adiantou eu comprar junto."
fb43f7ed2c5c1390f51720ccf1a9bb68,fb6d9f2b63d335de19b9df4b1c4a6f51,2,"Já fiz outras compras e recebi no prazo
Mais a capa para colchão está demorando muinto
Posso saber o motivo da femora"
74e79d184c9d0034b5ee498813abbc7b,281adb47b408b1e1866642b03432f095,2,"O produto tem pequenos defeitos, por ser tão caro, devia passar por uma triagem mais bem eficiente e detalhista."
bf5b72107e67f742048415afb0d9881c,9b2599fdc15b85d99cb3f3be84194fa4,2,"O produto oferecido não é igual ao produto entregue!
Eliani"
a41e937d755a54ca5d48e3e34d3a4de6,f95e68e0a929684e9e406ad28d6604a3,2,"O produto é inferior ao anunciado,baixa qualidade "
aca8e93c4a6894ec83a2f701a68db9c0,0d4705a6e6fc84a31808604039a41807,2,"Recebi o produto errado em minha casa. Já entrei em contato com a baratheon para fazer a troca do produto, a qual falou que em 48h a loja entraria em contato e amanhã vence as 48h "
e4d18909afd252a0289765acc614d3e0,d4c6aa2277352d92106b387b2ee13839,2,preciso trocar pois pedi Benjamin e veio Valentina
f89904ea056b6325e2affa629868e683,ccf8a8b92abacf806c88702be2848cce,2,O prazo de entrega era dia 27/03/2018 hoje dia 29/03/2018 e ainda não recebi o produto!
bcb745c59d24efb6a0da4d264a596996,6a8ead05c1fec9733ff10c379faa4e59,2,"A mascara veio com um pequeno defeito na estampa como se tivesse derretido, so não devolverei porque se trata de um presente
Que a loja confira os produtos da próxima vez antes de envia a seus client"
10246c1deb72f0dac263516219a06bd4,6ad336dba0613cde0e5717f50dc8c669,2,Comprei o produto em 25/]01/2018 e até hoje 26/02/2018 ainda não recebi.
30fac3a7d72060742bcbe7b787617343,63fd40b25ac9dbeea8ec6b26558a1add,2,Acho que deveria dar satisfação 
1be3bf712b172963574fe5201bae15cb,f7e9f0f0c92fa9d46dc73e8f6d28ab96,2,Descosturou logo que abri o pacote
